Temperature (K),Pressure (MPa),Density (mol/l),Volume (l/mol),Internal Energy (kJ/mol),Enthalpy (kJ/mol),Entropy (J/mol*K),Cv (J/mol*K),Cp (J/mol*K),Sound Spd. (m/s),Joule-Thomson (K/MPa),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase
580.69,0.1,0.020709,48.289,21.952,26.781,135.35,43.04,51.37,599.42,0.76808,18.93,0.084672,vapor
585.69,0.1,0.020532,48.705,22.168,27.039,135.79,43.336,51.666,601.67,0.74629,19.051,0.085721,vapor
590.69,0.1,0.020358,49.121,22.386,27.298,136.23,43.631,51.961,603.9,0.7251,19.172,0.086774,vapor
595.69,0.1,0.020187,49.537,22.605,27.558,136.67,43.926,52.256,606.13,0.7045,19.292,0.087831,vapor
600.69,0.1,0.020019,49.953,22.825,27.821,137.11,44.22,52.549,608.35,0.68447,19.412,0.08889,vapor
605.69,0.1,0.019853,50.369,23.047,28.084,137.54,44.514,52.843,610.55,0.66498,19.531,0.089953,vapor
610.69,0.1,0.019691,50.785,23.27,28.349,137.98,44.806,53.135,612.76,0.64602,19.65,0.091019,vapor
615.69,0.1,0.019531,51.201,23.495,28.615,138.41,45.098,53.427,614.95,0.62756,19.768,0.092087,vapor
620.69,0.1,0.019373,51.617,23.721,28.883,138.85,45.389,53.717,617.13,0.6096,19.886,0.093159,vapor
618.15,0.1,0.019448,51.418,12.97,18.112,213.07,21.907,30.229,503.36,-0.030818,30.185,0.045855,vapor
623.15,0.1,0.019292,51.834,13.079,18.263,213.32,21.939,30.26,505.29,-0.044542,30.351,0.046132,vapor
628.15,0.1,0.019139,52.25,13.189,18.414,213.56,21.97,30.291,507.21,-0.057985,30.517,0.046409,vapor
633.15,0.1,0.018988,52.666,13.299,18.566,213.8,22.002,30.323,509.13,-0.071155,30.682,0.046685,vapor
638.15,0.1,0.018839,53.082,13.409,18.717,214.04,22.034,30.354,511.03,-0.084057,30.846,0.04696,vapor
643.15,0.1,0.018693,53.497,13.52,18.869,214.27,22.066,30.386,512.93,-0.096699,31.01,0.047235,vapor
648.15,0.1,0.018548,53.913,13.63,19.021,214.51,22.098,30.418,514.81,-0.10909,31.173,0.047508,vapor
653.15,0.1,0.018406,54.329,13.741,19.173,214.74,22.13,30.451,516.69,-0.12123,31.336,0.047781,vapor
658.15,0.1,0.018267,54.745,13.851,19.326,214.98,22.163,30.483,518.56,-0.13313,31.498,0.048054,vapor
663.15,0.1,0.018129,55.161,13.962,19.478,215.21,22.196,30.516,520.42,-0.14479,31.659,0.048325,vapor
668.15,0.1,0.017993,55.577,14.073,19.631,215.44,22.229,30.549,522.27,-0.15623,31.82,0.048596,vapor
673.15,0.1,0.01786,55.993,14.185,19.784,215.66,22.262,30.582,524.11,-0.16744,31.98,0.048866,vapor
678.15,0.1,0.017728,56.408,14.296,19.937,215.89,22.295,30.615,525.95,-0.17843,32.14,0.049136,vapor
683.15,0.1,0.017598,56.824,14.407,20.09,216.12,22.328,30.648,527.77,-0.18921,32.3,0.049405,vapor
688.15,0.1,0.01747,57.24,14.519,20.243,216.34,22.362,30.682,529.59,-0.19978,32.458,0.049673,vapor
693.15,0.1,0.017344,57.656,14.631,20.397,216.56,22.395,30.715,531.4,-0.21014,32.617,0.04994,vapor
698.15,0.1,0.01722,58.072,14.743,20.55,216.78,22.429,30.749,533.21,-0.22031,32.774,0.050207,vapor
703.15,0.1,0.017098,58.488,14.855,20.704,217,22.463,30.782,535,-0.23028,32.932,0.050474,vapor
708.15,0.1,0.016977,58.904,14.968,20.858,217.22,22.497,30.816,536.79,-0.24007,33.089,0.050739,vapor
713.15,0.1,0.016858,59.319,15.08,21.012,217.44,22.53,30.85,538.57,-0.24967,33.245,0.051004,vapor
718.15,0.1,0.016741,59.735,15.193,21.167,217.65,22.564,30.883,540.35,-0.25908,33.401,0.051268,vapor
723.15,0.1,0.016625,60.151,15.306,21.321,217.87,22.598,30.917,542.11,-0.26833,33.556,0.051532,vapor
728.15,0.1,0.016511,60.567,15.419,21.476,218.08,22.632,30.951,543.87,-0.2774,33.711,0.051795,vapor
733.15,0.1,0.016398,60.983,15.532,21.631,218.29,22.666,30.985,545.63,-0.2863,33.865,0.052058,vapor
738.15,0.1,0.016287,61.399,15.646,21.786,218.5,22.7,31.019,547.37,-0.29504,34.019,0.05232,vapor
743.15,0.1,0.016177,61.814,15.759,21.941,218.71,22.734,31.053,549.11,-0.30361,34.173,0.052581,vapor
748.15,0.1,0.016069,62.23,15.873,22.096,218.92,22.769,31.087,550.84,-0.31203,34.326,0.052842,vapor
753.15,0.1,0.015963,62.646,15.987,22.252,219.13,22.803,31.121,552.57,-0.3203,34.478,0.053102,vapor
758.15,0.1,0.015857,63.062,16.101,22.407,219.33,22.837,31.155,554.29,-0.32841,34.63,0.053362,vapor
763.15,0.1,0.015754,63.478,16.216,22.563,219.54,22.871,31.189,556,-0.33638,34.782,0.053621,vapor
768.15,0.1,0.015651,63.894,16.33,22.719,219.74,22.905,31.223,557.71,-0.34421,34.933,0.05388,vapor
773.15,0.1,0.01555,64.309,16.445,22.876,219.95,22.939,31.257,559.41,-0.3519,35.084,0.054138,vapor
778.15,0.1,0.01545,64.725,16.559,23.032,220.15,22.973,31.291,561.1,-0.35944,35.234,0.054395,vapor
783.15,0.1,0.015351,65.141,16.674,23.188,220.35,23.007,31.325,562.79,-0.36686,35.384,0.054652,vapor
788.15,0.1,0.015254,65.557,16.79,23.345,220.55,23.041,31.359,564.47,-0.37414,35.534,0.054909,vapor
793.15,0.1,0.015158,65.973,16.905,23.502,220.75,23.075,31.393,566.15,-0.3813,35.683,0.055164,vapor
798.15,0.1,0.015063,66.388,17.02,23.659,220.94,23.108,31.426,567.82,-0.38833,35.832,0.05542,vapor
